rank,name,address,type,ca_name,placement_score,need,reach,recent_deaths_400m,nearest_nax_km,blight_score,hardship,transit_adjacent
866,WOODLAWN DINING COMMONS,1156 E 61ST ST,Corner store / food mart,WOODLAWN,2.8,2.8,1.0,2,0.91,17.2,58,False
867,DOLLAR CENTRAL,457 W 79TH ST,Corner store / food mart,CHATHAM,2.8,2.8,1.0,2,1.66,20.3,60,False
868,Jamm Jackson's Hair Studio Chicago,8159 S SOUTH CHICAGO AVE 1ST,Barbershop / salon,SOUTH CHICAGO,2.8,4.7,0.6,3,0.66,40.7,75,False
869,CAFETERIA Y NEVERIA JIMENEZ,4204-4216 W NORTH AVE,Corner store / food mart,HUMBOLDT PARK,2.7,2.7,1.0,4,0.21,34.9,85,False
870,JEST CUT BARBER SHOP,714 W 115TH ST  B,Barbershop / salon,ROSELAND,2.7,4.5,0.6,3,0.83,48.9,52,False
871,JJ'S TOP DOG,16 E 95TH ST,Corner store / food mart,ROSELAND,2.7,1.8,1.5,4,0.1,48.9,52,True
872,THE KINGS OF KUTZ INCORPORATED,400 W 76TH ST 2 216,Barbershop / salon,GREATER GRAND CROSSING,2.7,4.5,0.6,3,1.65,35.0,66,False
873,YOSHIMIS FULL SERVICE HAIR AND SPA,10629 S HALSTED ST 1,Barbershop / salon,ROSELAND,2.7,4.5,0.6,3,2.15,48.9,52,False
874,AH VENDING & FOOD SERVICE,1819 N MAJOR AVE,Corner store / food mart,AUSTIN,2.6,2.6,1.0,2,0.4,50.4,73,False
875,SHARIF'S FOOD & LIQUORS INC.,5958 S RACINE AVE,Tobacco / vape,WEST ENGLEWOOD,2.6,3.7,0.7,2,1.07,80.9,89,False
876,LEE RAYBON,4402-4416 W ROOSEVELT RD,Corner store / food mart,NORTH LAWNDALE,2.6,2.6,1.0,2,0.4,31.5,87,False
877,HELLO CHICKEN,9056 S BRANDON AVE 1ST,Corner store / food mart,SOUTH CHICAGO,2.6,2.6,1.0,4,0.21,40.7,75,False
878,ROB'S,7158 S WOODLAWN AVE 1ST,Corner store / food mart,GREATER GRAND CROSSING,2.5,2.5,1.0,2,0.41,35.0,66,False
879,SHELTER LOUNGE,605 E 87TH ST,Liquor / package goods,CHATHAM,2.5,2.8,0.9,2,1.66,20.3,60,False
880,JENNIFER'S GROCERY,11415 S MICHIGAN AVE 1ST,Corner store / food mart,ROSELAND,2.5,2.5,1.0,3,0.28,48.9,52,False
881,K & M FOOD MART INC,3022-3024 W WABANSIA AVE,Corner store / food mart,HUMBOLDT PARK,2.4,2.4,1.0,3,0.25,34.9,85,False
882,JOYE CHOP SUEY,4829 W CHICAGO AVE FRONT,Corner store / food mart,AUSTIN,2.4,2.4,1.0,5,0.08,50.4,73,False
883,ORION RESTAURANT,5772 S ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.94,6.9,32,False
884,BIG 4'S CHOP SUEY,5411 S HARLEM AVE 1ST,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.76,6.9,32,False
885,JOE & FRANK'S MARKET,7147 W ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.72,6.9,32,False
886,GELATINA'S CRIS#2,4725 S CICERO AVE,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.51,6.9,32,False
887,L & M,5125 W 47TH ST,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,2.2,6.9,32,False
888,"TAQUERIA PUEBLO NUEVO, INC.",4930 S CICERO AVE 1,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.39,6.9,32,False
889,BROWNS CHICKEN,6909 W ARCHER AVE  1ST,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.18,6.9,32,False
890,KENTUCKY FRIED CHICKEN Y200207,6040 S ARCHER AVE  1,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.02,6.9,32,False
891,POTBELLY SANDWICH WORKS,5709 S HARLEM AVE,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.82,6.9,32,False
892,PRZY KOMINKU,5730 S ARCHER AVE # 1ST,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,2.1,6.9,32,False
893,BROADWAY FOOD MARKET INC,1876 S KEDZIE AVE,Corner store / food mart,NORTH LAWNDALE,2.4,1.6,1.5,1,0.66,31.5,87,True
894,SUPERMERCADO EL BARRIO,6115 S KEDZIE AVE 1ST,Corner store / food mart,CHICAGO LAWN,2.4,2.4,1.0,5,0.05,34.7,80,False
895,WENDY'S #001110,5679 S ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,2.15,6.9,32,False
896,DUNKIN DONUTS,4649 S CICERO AVE,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.57,6.9,32,False
897,LA MICHOACANA Y MAS INC.,6950 W ARCHER AVE  2,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,1.31,6.9,32,False
898,ACADEMY FOR GLOBAL CITIZENSHIP CHARTER SCHOOL,4942 W 44TH ST,Corner store / food mart,GARFIELD RIDGE,2.4,2.4,1.0,2,2.2,6.9,32,False
899,CHURCH'S CHICKEN # 982,58 W 79TH ST,Corner store / food mart,GREATER GRAND CROSSING,2.3,1.5,1.5,1,1.03,35.0,66,True
900,MORRISON'S SOUL FOOD,148 W 79TH ST,Corner store / food mart,GREATER GRAND CROSSING,2.3,1.5,1.5,1,1.2,35.0,66,True
901,"CARNICERIA LA HACIENDA, INC.",3459 W 59TH ST,Tobacco / vape,CHICAGO LAWN,2.2,3.1,0.7,2,0.74,34.7,80,False
902,QUALITY FOOD ON 71 ST INC,2557 W 71ST ST,Tobacco / vape,CHICAGO LAWN,2.2,3.1,0.7,2,2.29,34.7,80,False
903,SOUTH CHICAGO FISH COMPANY INC,9133 S BALTIMORE AVE  1,Corner store / food mart,SOUTH CHICAGO,2.2,2.2,1.0,4,0.17,40.7,75,False
904,CHEN'S GARDEN,3221 W NORTH AVE  1ST,Corner store / food mart,HUMBOLDT PARK,2.1,2.1,1.0,3,0.21,34.9,85,False
905,87TH & SHELL,8659 S STATE ST 1ST,Gas / filling station,CHATHAM,2.1,1.4,1.5,1,1.61,20.3,60,True
906,WENDY'S,8740 S LAFAYETTE AVE,Corner store / food mart,CHATHAM,2.1,1.4,1.5,1,1.45,20.3,60,True
907,JEWEL FOOD STORE #3181,87 W 87TH ST 1,Corner store / food mart,CHATHAM,2.1,1.4,1.5,1,1.58,20.3,60,True
908,TAP THAT ASH CIGAR BAR,11157 S HALSTED ST,Tobacco / vape,ROSELAND,2.1,3.0,0.7,2,1.41,48.9,52,False
909,525 TOBACCO,525 E 103RD ST,Tobacco / vape,ROSELAND,2.1,3.0,0.7,2,1.57,48.9,52,False
910,"TJ CUFFEY'S CARRYOUT CATERING, INC.",352 E 115TH ST 1ST,Corner store / food mart,ROSELAND,2.1,2.1,1.0,2,0.35,48.9,52,False
911,LA JEREZANA,3022 E 91ST ST  1SDT,Tobacco / vape,SOUTH CHICAGO,2.0,2.8,0.7,6,0.06,40.7,75,False
912,M & M GROCERIES & LIQUORS INC,1401 E 73RD ST # 1ST,Tobacco / vape,SOUTH SHORE,2.0,2.8,0.7,2,0.79,26.8,55,False
913,THE BEDDING STORE,1515 W 87TH ST  1,Tobacco / vape,AUBURN GRESHAM,2.0,2.9,0.7,2,0.46,39.4,74,False
914,MCDONALDS #5471,4338 W NORTH AVE,Corner store / food mart,HUMBOLDT PARK,1.9,1.9,1.0,4,0.1,34.9,85,False
915,RACINE FOOD & GENERAL MERCHANDISE,5500 S RACINE AVE 1ST,Tobacco / vape,WEST ENGLEWOOD,1.9,2.8,0.7,5,0.12,80.9,89,False
916,QUALITY HAIR AND NAIL STUDIO  INC,2943 W 71ST ST FRONT,Barbershop / salon,CHICAGO LAWN,1.9,3.1,0.6,2,2.03,34.7,80,False
917,CUT IT OUT HAIR DESIGNS,3041 W 59TH ST 1 1,Barbershop / salon,CHICAGO LAWN,1.9,3.1,0.6,2,0.55,34.7,80,False
918,360 UNISEX SALON,3135 W 71ST ST 1ST,Barbershop / salon,CHICAGO LAWN,1.9,3.1,0.6,2,1.97,34.7,80,False
919,ESPINO FAMILY HAIR STUDIO,3339 W 59TH ST 1ST,Barbershop / salon,CHICAGO LAWN,1.9,3.1,0.6,2,0.56,34.7,80,False
920,RICHIES FAST FOOD INC,901 N CICERO AVE 1ST,Corner store / food mart,AUSTIN,1.8,1.8,1.0,3,0.18,50.4,73,False
921,GREEN TOMATO CAFE,3750 W OGDEN AVE 1ST,Corner store / food mart,NORTH LAWNDALE,1.8,1.2,1.5,1,0.38,31.5,87,True
922,CHAZAP INC.,325 W 103RD ST,Barbershop / salon,ROSELAND,1.8,3.0,0.6,2,1.69,48.9,52,False
923,ALL AMERICAN A HUMBLE BAR,3018 W NORTH AVE 1ST,Tobacco / vape,HUMBOLDT PARK,1.7,2.5,0.7,4,0.19,34.9,85,False
924,Fruteria Lina,4545 W DIVISION ST  XX,Corner store / food mart,HUMBOLDT PARK,1.6,1.6,1.0,1,0.73,34.9,85,False
925,LINDA MICHIOCANA,6808 W NORTH AVE 1,Corner store / food mart,AUSTIN,1.6,1.6,1.0,1,2.18,50.4,73,False
926,WALGREENS #04152,1606 N MOBILE AVE 1ST,Corner store / food mart,AUSTIN,1.6,1.6,1.0,1,1.21,50.4,73,False
927,AMC THEATRES GALEWOOD 14,5530 W HOMER ST 1ST,Corner store / food mart,AUSTIN,1.6,1.6,1.0,1,0.72,50.4,73,False
928,FUE CITY CHINESE RESTUARANT,6954 W NORTH AVE,Corner store / food mart,AUSTIN,1.6,1.6,1.0,1,2.49,50.4,73,False
929,"GUCKENHEIMER ENTERPRISES, INC.",2019 N OAK PARK AVE,Corner store / food mart,AUSTIN,1.6,1.6,1.0,1,2.3,50.4,73,False
930,GRAND SLAM PIZZA,6856 W NORTH AVE,Corner store / food mart,AUSTIN,1.6,1.6,1.0,1,2.33,50.4,73,False
931,J & K  FAMILY GROCERY,5236 W BLOOMINGDALE AVE,Corner store / food mart,AUSTIN,1.6,1.6,1.0,1,1.04,50.4,73,False
932,SALLIES LIQUORS,1000 W 79TH ST  FIRST,Corner store / food mart,AUBURN GRESHAM,1.6,1.6,1.0,1,0.87,39.4,74,False
933,RICHMOND FOOD & LIQUORS,2935-2937 W 59TH ST 1,Corner store / food mart,CHICAGO LAWN,1.6,1.6,1.0,1,0.7,34.7,80,False
934,LAVISH LYFE STAFFING,9316 S BALTIMORE AVE,Corner store / food mart,SOUTH CHICAGO,1.6,1.6,1.0,1,0.51,40.7,75,False
935,"PAL DOLLAR, GROCERY & CELLULAR, INC.",1259 W 79TH ST GROUND,Corner store / food mart,AUBURN GRESHAM,1.6,1.6,1.0,1,0.79,39.4,74,False
936,HOLY CROSS HOSPITAL,2701 W 68TH ST,Corner store / food mart,CHICAGO LAWN,1.6,1.6,1.0,1,1.7,34.7,80,False
937,FIRST CHURCH OF LOVE AND FAITH,2147 W 79TH ST,Corner store / food mart,AUBURN GRESHAM,1.6,1.6,1.0,1,2.08,39.4,74,False
938,TIP TOP LAUNDRY & DRY CLEANERS,8700 S SAGINAW AVE,Corner store / food mart,SOUTH CHICAGO,1.6,1.6,1.0,1,1.03,40.7,75,False
939,TACO BELL,4523 W NORTH AVE 1ST,Corner store / food mart,HUMBOLDT PARK,1.5,1.5,1.0,1,0.47,34.9,85,False
940,FANFARES CATERING,742 E 95TH ST,Corner store / food mart,ROSELAND,1.5,1.5,1.0,1,1.59,48.9,52,False
941,S & E DINER,11117 S HALSTED ST,Corner store / food mart,ROSELAND,1.5,1.5,1.0,1,1.53,48.9,52,False
942,CVS/pharmacy #4688,745 W 103RD ST 1,Corner store / food mart,ROSELAND,1.5,1.5,1.0,1,1.57,48.9,52,False
943,"CHOICE CHINA WOK, INC.",10341 S HALSTED ST,Corner store / food mart,ROSELAND,1.5,1.5,1.0,1,1.69,48.9,52,False
944,M AND Z FOOD MARKET INC.,501 W 111TH ST,Corner store / food mart,ROSELAND,1.5,1.5,1.0,1,1.45,48.9,52,False
945,TRI-M NUT COMPANY,11011 S HALSTED ST,Corner store / food mart,ROSELAND,1.5,1.5,1.0,1,1.75,48.9,52,False
946,POPCORN CORNER,418 W 79TH ST,Corner store / food mart,GREATER GRAND CROSSING,1.5,1.5,1.0,1,1.7,35.0,66,False
947,NORTH AVE BP,3138-3150 W NORTH AVE,Gas / filling station,HUMBOLDT PARK,1.4,1.4,1.0,3,0.07,34.9,85,False
948,RIB JOINT INC,432 E 87TH ST # 1ST,Corner store / food mart,CHATHAM,1.4,1.4,1.0,1,1.59,20.3,60,False
949,MIDWAY FOOD & LIQUORS NO. 2,1344 E 67TH ST 1,Corner store / food mart,WOODLAWN,1.4,1.4,1.0,1,1.37,17.2,58,False
950,DISCOUNT MEAT COMPANY,339   -00341 W 79TH ST  MAIN,Corner store / food mart,CHATHAM,1.4,1.4,1.0,1,1.57,20.3,60,False
951,THE STUDY AT UNIVERSITY OF CHICAGO/TRUTH BE TOLD,1227 E 60TH ST 1-12,Corner store / food mart,WOODLAWN,1.4,1.4,1.0,1,1.16,17.2,58,False
952,SOFT SHEEN/CARSON,8522 S LAFAYETTE AVE,Corner store / food mart,CHATHAM,1.4,1.4,1.0,1,1.59,20.3,60,False
953,"B' GABS GOODIES, LLC",6100 S BLACKSTONE AVE 1ST,Corner store / food mart,WOODLAWN,1.4,1.4,1.0,1,1.43,17.2,58,False
954,KERFOOT FOOD AND LIQUOR,8462 S VINCENNES AVE  1,Liquor / package goods,AUBURN GRESHAM,1.4,1.6,0.9,1,1.74,39.4,74,False
955,1155 CAFE,1155 E 60TH ST 1ST,Corner store / food mart,WOODLAWN,1.4,1.4,1.0,1,1.01,17.2,58,False
956,WALMART #5781,8431 S STEWART AVE,Corner store / food mart,CHATHAM,1.4,1.4,1.0,1,1.96,20.3,60,False
957,UNIVERSITY OF CHICAGO,1111 E 60TH ST 1ST,Corner store / food mart,WOODLAWN,1.4,1.4,1.0,1,0.9,17.2,58,False
958,The University of Chicago,6031 S ELLIS AVE 1ST,Corner store / food mart,WOODLAWN,1.4,1.4,1.0,1,0.72,17.2,58,False
959,HAIRE'S GULF SHRIMP,8112 S VINCENNES AVE 1ST,Corner store / food mart,CHATHAM,1.4,1.4,1.0,1,1.8,20.3,60,False
960,THE NATURAL CONNECTION,8517 S STATE ST,Corner store / food mart,CHATHAM,1.4,1.4,1.0,1,1.5,20.3,60,False
961,"J & A GRILL, INC.",8331 S STEWART AVE 1ST,Corner store / food mart,CHATHAM,1.4,1.4,1.0,1,1.86,20.3,60,False
962,FRESH 2 U CAFE,6330 S STONY ISLAND AVE 1ST,Corner store / food mart,WOODLAWN,1.4,1.4,1.0,1,1.68,17.2,58,False
963,GARY COMER YOUTH CENTER,7200 S INGLESIDE AVE,Corner store / food mart,GREATER GRAND CROSSING,1.3,1.3,1.0,2,0.22,35.0,66,False
964,MANNY'S CAFE MIDWAY,5700 S CICERO AVE CA-6,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.24,6.9,32,False
965,"NICKY'S ON ARCHER, INC.",6142 S ARCHER AVE 1ST,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,0.7,6.9,32,False
966,AFC SUSHI @ JEWEL OSCO #3721,6107 S ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,0.82,6.9,32,False
967,SAMMYS COUNTRY KITCHEN,5542 W 55TH ST 1ST,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.55,6.9,32,False
968,ROSA'S II,5859 S HARLEM AVE,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.81,6.9,32,False
969,7-ELEVEN,5893 S ARCHER AVE 1,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.5,6.9,32,False
970,KEAN BROS INC,5448 W 55TH ST,Gas / filling station,GARFIELD RIDGE,1.2,1.2,1.0,1,1.73,6.9,32,False
971,STAN'S CORNER INC,5960 S ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.29,6.9,32,False
972,EL G-FE,4820 S CICERO AVE 1,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.46,6.9,32,False
973,WONDER HOSTESS,5702 W 55TH ST  1ST,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.29,6.9,32,False
974,BEEFY'S,5749 S HARLEM AVE 1,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.86,6.9,32,False
975,WINGSTOP #587,6190 S ARCHER AVE 1,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,0.52,6.9,32,False
976,GLORIA DEI LUTHERAN CHURCH,5259 S MAJOR AVE,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.35,6.9,32,False
977,NUTS ON CLARK MIDWAY,5500 S CICERO AVE  CA11,Corner store / food mart,GARFIELD RIDGE,1.2,1.2,1.0,1,1.19,6.9,32,False
978,LOS PICOSITOS,6022 S KEDZIE AVE 1ST,Corner store / food mart,CHICAGO LAWN,1.2,1.2,1.0,2,0.2,34.7,80,False
979,N & A FOOD MARKET,1145 W 84TH ST 1,Tobacco / vape,AUBURN GRESHAM,1.1,1.6,0.7,1,1.06,39.4,74,False
980,"COLE IMPORTS, LTD.",7614 S GREENWOOD AVE,Tobacco / vape,GREATER GRAND CROSSING,1.1,1.5,0.7,1,0.7,35.0,66,False
981,CITGO,7283 S SOUTH CHICAGO AVE,Gas / filling station,GREATER GRAND CROSSING,0.9,0.9,1.0,2,0.06,35.0,66,False
982,VIANEY BEAUTY SALON,3547 W 63RD ST 1ST,Barbershop / salon,CHICAGO LAWN,0.9,1.6,0.6,1,0.81,34.7,80,False
983,THE ORIGINAL G & T MARGIE'S MAXWELL STREET,4646 W CHICAGO AVE,Corner store / food mart,AUSTIN,0.8,0.8,1.0,1,0.25,50.4,73,False
984,UP SCALES BEAUTY & BARBER SALON,247 W 79TH ST 1ST,Barbershop / salon,CHATHAM,0.8,1.4,0.6,1,1.39,20.3,60,False
985,"VAUNT FITNESS, LLC",6255 S ARCHER AVE 1ST & BASEMENT,Corner store / food mart,GARFIELD RIDGE,0.7,0.7,1.0,1,0.31,6.9,32,False
986,LEE'S UNLEADED BLUES CLUB,7401 S SOUTH CHICAGO AVE,Tobacco / vape,GREATER GRAND CROSSING,0.6,0.9,0.7,1,0.3,35.0,66,False
987,BOSE HAIR STUDIO,240 E 115TH ST 1ST,Barbershop / salon,ROSELAND,0.5,0.9,0.6,2,0.1,48.9,52,False
988,AMATO'S PIZZERIA INC,1745-1747 N HARLEM AVE  3,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,2.81,50.4,73,False
989,STARBUCKS COFFEE #2949,7112 W NORTH AVE,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,2.47,50.4,73,False
990,MARIA'S MEXICAN RESTAURANT,1905 N HARLEM AVE 1ST,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,2.85,50.4,73,False
991,FIREHOUSE AND CAPTAIN HOOKS,5648 W ROOSEVELT RD 1,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,1.6,50.4,73,False
992,HOW YOU DOIN' CAFE,2360 N NEVA AVE,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,2.17,50.4,73,False
993,OSCO DRUG #5540,1819 N HARLEM AVE 1,Tobacco / vape,AUSTIN,0.0,0.0,0.7,0,2.86,50.4,73,False
994,ALDI INC STORE 14,5629 W FILLMORE ST,Liquor / package goods,AUSTIN,0.0,0.0,0.9,0,1.6,50.4,73,False
995,AJ STYLES SALON,6624 W NORTH AVE 1,Barbershop / salon,AUSTIN,0.0,0.0,0.6,0,1.84,50.4,73,False
996,LEMME GET UMMM,7016 W NORTH AVE 1ST,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,2.47,50.4,73,False
997,OSCO DRUG STORE #5512,1705 N HARLEM AVE,Liquor / package goods,AUSTIN,0.0,0.0,0.9,0,2.68,50.4,73,False
998,DOG DAY AFTERNOON,7183 W ARMITAGE AVE 1ST,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,2.8,50.4,73,False
999,Sarpino's Pizza,6526 W NORTH AVE 1,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,1.71,50.4,73,False
1000,"DOOR TO DOOR ORGANICS OF ILLINOIS, LLC",5412 W ROOSEVELT RD 1 1,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,1.09,50.4,73,False
1001,SERRELLI'S FOODS,6454 W NORTH AVE 1ST,Corner store / food mart,AUSTIN,0.0,0.0,1.0,0,1.51,50.4,73,False
1002,Walgreens # 05825,1213 W 79TH ST 1ST,Corner store / food mart,AUBURN GRESHAM,0.0,0.0,1.0,0,0.78,39.4,74,False
1003,WALKER BEAUTY SALON,354 E 87TH ST 1ST,Barbershop / salon,CHATHAM,0.0,0.0,0.6,0,1.59,20.3,60,False
1004,"T & J  FOOD MARKET, INC.",418 E 107TH ST,Corner store / food mart,ROSELAND,0.0,0.0,1.0,0,0.77,48.9,52,False
1005,THOMPSON HOSPITALITY SERVICES,9501 S DR MARTIN LUTHER KING JR DR 1,Corner store / food mart,ROSELAND,0.0,0.0,1.0,0,0.86,48.9,52,False
1006,TINA'S,5440 S NARRAGANSETT AVE,Corner store / food mart,GARFIELD RIDGE,0.0,0.0,1.0,0,0.14,6.9,32,False
1007,KANWAL JIWANI CORP,4247 S CICERO AVE,Corner store / food mart,GARFIELD RIDGE,0.0,0.0,1.0,0,2.12,6.9,32,False
1008,ANDY'S BARBER SHOP,6509 W ARCHER AVE 1ST B,Barbershop / salon,GARFIELD RIDGE,0.0,0.0,0.6,0,0.38,6.9,32,False
1009,UNION FADES,6425 W ARCHER AVE,Barbershop / salon,GARFIELD RIDGE,0.0,0.0,0.6,0,0.24,6.9,32,False
1010,KHALIL'S FOOD & LIQUOR,146 W 103RD ST 1ST,Tobacco / vape,ROSELAND,0.0,0.0,0.7,0,1.64,48.9,52,False
1011,CHEF'S WOK & POLAR BEAR,6832 W ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,0.0,0.0,1.0,0,1.05,6.9,32,False
1012,7-ELEVEN #26878 F,6559 W ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,0.0,0.0,1.0,0,0.54,6.9,32,False
1013,Citgo,8903 S SOUTH CHICAGO AVE 1ST,Corner store / food mart,SOUTH CHICAGO,0.0,0.0,1.0,0,0.75,40.7,75,False
1014,MIDWAY GARDEN CAFE,1427 E 60TH ST 1ST,Corner store / food mart,WOODLAWN,0.0,0.0,1.0,0,1.51,17.2,58,False
1015,THE PIT STOP,65 W 103RD ST,Corner store / food mart,ROSELAND,0.0,0.0,1.0,0,1.56,48.9,52,False
1016,BLU SALON / CUT,1140 E 87TH ST 1ST,Barbershop / salon,CHATHAM,0.0,0.0,0.6,0,1.33,20.3,60,False
1017,J & J FISH AND CHICKEN,8300 S HOLLAND RD,Corner store / food mart,CHATHAM,0.0,0.0,1.0,0,1.68,20.3,60,False
1018,JOHN PTICEK,5523 S NARRAGANSETT AVE,Corner store / food mart,GARFIELD RIDGE,0.0,0.0,1.0,0,0.19,6.9,32,False
1019,LA RABIDA CHILDREN'S HOSPITAL,6501 S PROMONTORY DR,Corner store / food mart,WOODLAWN,0.0,0.0,1.0,0,1.69,17.2,58,False
1020,PATRICK'S TAVERN,6296 S ARCHER AVE 1ST,Tobacco / vape,GARFIELD RIDGE,0.0,0.0,0.7,0,0.17,6.9,32,False
1021,MC DONALD'S,6720 W ARCHER AVE  1,Corner store / food mart,GARFIELD RIDGE,0.0,0.0,1.0,0,0.82,6.9,32,False
1022,JONES FOOD MART,9818 S MICHIGAN AVE 1ST,Corner store / food mart,ROSELAND,0.0,0.0,1.0,0,0.75,48.9,52,False
1023,ALDI #88,8500 S HOLLAND RD 1,Liquor / package goods,CHATHAM,0.0,0.0,0.9,0,1.9,20.3,60,False
1024,VENUS AND MARS,715 W 111TH ST,Barbershop / salon,ROSELAND,0.0,0.0,0.6,0,1.59,48.9,52,False
1025,ALTOM TRANSPORT,4243 S KNOX AVE 1ST,Gas / filling station,GARFIELD RIDGE,0.0,0.0,1.0,0,1.95,6.9,32,False
1026,WE SERVE FOOD MART INC.,10857 S HALSTED ST 1ST,Corner store / food mart,ROSELAND,0.0,0.0,1.0,0,2.02,48.9,52,False
1027,JACKSON PARK GOLF COURSE,6401 S RICHARDS DR 1ST,Corner store / food mart,WOODLAWN,0.0,0.0,1.0,0,2.22,17.2,58,False
1028,"SSP AMERICA, INC.",5757 W 59TH ST 1,Corner store / food mart,GARFIELD RIDGE,0.0,0.0,1.0,0,1.42,6.9,32,False
1029,ZOE VENDING,251 E 95TH ST,Corner store / food mart,ROSELAND,0.0,0.0,1.0,0,0.61,48.9,52,False
1030,MARINA CAFE,6401 S COAST GUARD DR,Corner store / food mart,WOODLAWN,0.0,0.0,1.0,0,2.05,17.2,58,False
1031,"MOTEL SLEEPERS, INC.",8538 S HOLLAND RD 1-2,Corner store / food mart,CHATHAM,0.0,0.0,1.0,0,1.88,20.3,60,False
1032,WHITE HEATHER COIFFURES INC,6340 S ARCHER AVE 1ST,Barbershop / salon,GARFIELD RIDGE,0.0,0.0,0.6,0,0.04,6.9,32,False
1033,EL CENTENARIO SPORTS BAR & GRILL,4556 W ROOSEVELT RD 1ST,Corner store / food mart,NORTH LAWNDALE,0.0,0.0,1.0,0,0.78,31.5,87,False
1034,"PEORIA PACKING, LTD.",4521 W ROOSEVELT RD,Corner store / food mart,NORTH LAWNDALE,0.0,0.0,1.0,0,0.66,31.5,87,False
