rank,name,address,type,ca_name,placement_score,need,reach,recent_deaths_400m,nearest_nax_km,blight_score,hardship,transit_adjacent
505,TAQUERIA LOS MOLCAJETES #2,1729 N CICERO AVE,Corner store / food mart,AUSTIN,9.7,9.7,1.0,6,1.0,50.4,73,False
506,UNCLE REMUS CHICKEN,4650 W NORTH AVE,Corner store / food mart,AUSTIN,9.7,9.7,1.0,6,0.77,50.4,73,False
507,RAHAT SUPER MARKET,5556 W HARRISON ST,Corner store / food mart,AUSTIN,9.7,9.7,1.0,6,1.8,50.4,73,False
508,MARIN'S ICE CREAM SHOP,4737 1/2 W NORTH AVE 1ST,Corner store / food mart,AUSTIN,9.7,9.7,1.0,6,0.9,50.4,73,False
509,MOPED CAFE CAFE,3707 3709 W NORTH AVE 1ST,Corner store / food mart,HUMBOLDT PARK,9.6,9.6,1.0,6,1.18,34.9,85,False
510,LUIS RIVERA,1701 N KEYSTONE AVE,Corner store / food mart,HUMBOLDT PARK,9.6,9.6,1.0,6,0.58,34.9,85,False
511,LA PALMA RESTAURANT,1340 N HOMAN AVE  MAIN,Corner store / food mart,HUMBOLDT PARK,9.6,9.6,1.0,6,0.75,34.9,85,False
512,H & N FOODS LLC,4152 W CHICAGO AVE,Corner store / food mart,HUMBOLDT PARK,9.6,9.6,1.0,6,1.13,34.9,85,False
513,CHILLY.EEE PHILLY'S & BEEF'S,427 N KEDZIE AVE,Corner store / food mart,HUMBOLDT PARK,9.6,9.6,1.0,6,0.59,34.9,85,False
514,"HINKEY DINKY FOOD MART, INC.",3200-3206 W DIVISION ST,Corner store / food mart,HUMBOLDT PARK,9.6,9.6,1.0,6,0.84,34.9,85,False
515,SPOTLITE GROCERY,5001 W ERIE ST,Tobacco / vape,AUSTIN,9.6,13.6,0.7,10,0.42,50.4,73,False
516,A & K B P,6600 S STONY ISLAND AVE 1,Gas / filling station,WOODLAWN,9.6,9.6,1.0,7,1.78,17.2,58,False
517,BORINKEN CAKES,5328 S ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,9.6,9.6,1.0,8,1.2,6.9,32,False
518,4 SISTERS RESTAURANT,3853 W OGDEN AVE,Corner store / food mart,NORTH LAWNDALE,9.6,6.4,1.5,4,0.59,31.5,87,True
519,ARNOLDS HOLDINGS,1865 S KOSTNER AVE,Corner store / food mart,NORTH LAWNDALE,9.6,6.4,1.5,4,1.18,31.5,87,True
520,ROBUST COFFEE LOUNGE LLC,6300 S WOODLAWN AVE 1ST,Corner store / food mart,WOODLAWN,9.6,9.6,1.0,7,0.87,17.2,58,False
521,KFC,8307 S SOUTH CHICAGO AVE 1ST,Corner store / food mart,SOUTH CHICAGO,9.5,9.5,1.0,6,0.95,40.7,75,False
522,HALA FOOD MARKET INC.,10809 S WENTWORTH AVE,Tobacco / vape,ROSELAND,9.5,13.5,0.7,9,0.9,48.9,52,False
523,SOUTH SHORE HOSPITAL,8012 S CRANDON AVE 1ST,Corner store / food mart,SOUTH CHICAGO,9.5,9.5,1.0,6,1.49,40.7,75,False
524,Chico's Oven/LS41 Consulting,3023 E 83RD ST 1,Corner store / food mart,SOUTH CHICAGO,9.5,9.5,1.0,6,1.58,40.7,75,False
525,BRANDON'S FOOD MART,8261 S BRANDON AVE 1ST,Corner store / food mart,SOUTH CHICAGO,9.5,9.5,1.0,6,1.62,40.7,75,False
526,MARQUETE MOBILE INC,7200 S WESTERN AVE,Corner store / food mart,CHICAGO LAWN,9.4,9.4,1.0,6,2.19,34.7,80,False
527,HALSTED CITGO,7600 S HALSTED ST,Corner store / food mart,AUBURN GRESHAM,9.4,9.4,1.0,6,0.85,39.4,74,False
528,HAROLD'S CHICKEN SHACK,917 W 87TH ST 1ST,Corner store / food mart,AUBURN GRESHAM,9.4,9.4,1.0,6,0.98,39.4,74,False
529,"MARQUETTE PARK FOOD, INC.",3132 W MARQUETTE RD,Corner store / food mart,CHICAGO LAWN,9.4,9.4,1.0,6,1.14,34.7,80,False
530,DUNKIN DONUTS,6100 S WESTERN AVE,Corner store / food mart,CHICAGO LAWN,9.4,9.4,1.0,6,1.35,34.7,80,False
531,SALAAM RESTAURANT AND BAKERY,700-706 W 79TH ST 1ST & 2ND,Corner store / food mart,AUBURN GRESHAM,9.4,9.4,1.0,6,1.28,39.4,74,False
532,ROGER'S FOOD,3200 W 65TH PL,Corner store / food mart,CHICAGO LAWN,9.4,9.4,1.0,6,0.83,34.7,80,False
533,"KEDZIE & OHIO GROCERY PLUS, INC.",549 N KEDZIE AVE 1,Corner store / food mart,HUMBOLDT PARK,9.2,9.2,1.0,10,0.29,34.9,85,False
534,ADA FOODS,1281 W 71ST ST 1ST,Corner store / food mart,WEST ENGLEWOOD,9.2,9.2,1.0,5,0.51,80.9,89,False
535,"MAGA WAREHOUSE, INC",7311 S ASHLAND AVE 1ST,Corner store / food mart,WEST ENGLEWOOD,9.2,9.2,1.0,5,0.86,80.9,89,False
536,CUTS BY TEZ,3544 W LAKE ST 1ST,Barbershop / salon,EAST GARFIELD PARK,9.2,10.2,0.9,7,0.49,18.6,83,True
537,SUNNY SUB,380 E 71ST ST,Corner store / food mart,GREATER GRAND CROSSING,9.0,9.0,1.0,6,1.3,35.0,66,False
538,CITGO ON FULTON,2959 W FULTON ST 1ST,Corner store / food mart,EAST GARFIELD PARK,9.0,9.0,1.0,6,0.78,18.6,83,False
539,HAROLD'S CHICKEN SHACK,7318 S VINCENNES AVE 1,Corner store / food mart,GREATER GRAND CROSSING,9.0,9.0,1.0,6,1.73,35.0,66,False
540,GRILLMASTER,512 E 71ST ST 1,Corner store / food mart,GREATER GRAND CROSSING,9.0,9.0,1.0,6,1.06,35.0,66,False
541,B & B FOOD MART,381 E 69TH ST 1ST,Corner store / food mart,GREATER GRAND CROSSING,9.0,9.0,1.0,6,1.41,35.0,66,False
542,76,6901-6915 S STATE ST,Corner store / food mart,GREATER GRAND CROSSING,9.0,6.0,1.5,4,1.11,35.0,66,True
543,CALIFORNIA VALLEY FOOD,133 N CALIFORNIA AVE,Corner store / food mart,EAST GARFIELD PARK,9.0,6.0,1.5,4,0.93,18.6,83,True
544,Crossover Grill,835 E 75TH ST 1,Corner store / food mart,GREATER GRAND CROSSING,9.0,9.0,1.0,6,0.54,35.0,66,False
545,IT'S OFFICIAL BARBER SHOP,1256 W 63RD ST,Barbershop / salon,WEST ENGLEWOOD,8.9,14.8,0.6,8,0.97,80.9,89,False
546,URSULA,5112 W NORTH AVE GROUND,Barbershop / salon,AUSTIN,8.7,14.6,0.6,9,0.91,50.4,73,False
547,"67TH ONE STOP FOOD & LIQUOR, INC.",1508 E 67TH ST 1ST,Liquor / package goods,WOODLAWN,8.7,9.6,0.9,7,1.57,17.2,58,False
548,EL BUN CUBANO,643 N KEDZIE AVE,Corner store / food mart,HUMBOLDT PARK,8.6,8.6,1.0,18,0.14,34.9,85,False
549,DAMEN CITGO,6300 S DAMEN AVE,Corner store / food mart,WEST ENGLEWOOD,8.6,8.6,1.0,5,0.47,80.9,89,False
550,MARSHALL GROCERIES,1258 S KEELER AVE,Corner store / food mart,NORTH LAWNDALE,8.6,8.6,1.0,13,0.21,31.5,87,False
551,WASHBURN CULINARY INSTITUTE,7059 S SOUTH SHORE DR 4,Corner store / food mart,SOUTH SHORE,8.5,8.5,1.0,6,0.51,26.8,55,False
552,DORCHESTER FOOD & LIQUOR INC,1357 E 75TH ST 1ST,Corner store / food mart,SOUTH SHORE,8.5,8.5,1.0,6,0.89,26.8,55,False
553,ISLAND DELITES FISH & HOAGY,2110 E 79TH ST,Corner store / food mart,SOUTH SHORE,8.5,8.5,1.0,6,1.25,26.8,55,False
554,MS GEORGIA'S COOKIN',2304 E 75TH ST,Corner store / food mart,SOUTH SHORE,8.5,8.5,1.0,6,0.55,26.8,55,False
555,BEGGARS PIZZA,5133 S CICERO AVE 1ST,Corner store / food mart,GARFIELD RIDGE,8.4,8.4,1.0,7,1.35,6.9,32,False
556,FAMILY FOOD MART,8900 S COTTAGE GROVE AVE 1ST,Corner store / food mart,CHATHAM,8.4,8.4,1.0,6,2.03,20.3,60,False
557,ST. REST COUNTRY KITCHEN,727 E 87TH ST 1,Corner store / food mart,CHATHAM,8.4,8.4,1.0,6,1.74,20.3,60,False
558,MATHER'S MORE THAN A CAFE,33 E 83RD ST 1ST,Corner store / food mart,CHATHAM,8.4,8.4,1.0,6,1.07,20.3,60,False
559,FAMILY DOLLAR STORE 1938,5018 S CICERO AVE 1ST,Corner store / food mart,GARFIELD RIDGE,8.4,8.4,1.0,7,1.37,6.9,32,False
560,"HEALTHY ORGANIC KIDS,INC.",1334 N CICERO AVE,Corner store / food mart,AUSTIN,8.3,8.3,1.0,6,0.43,50.4,73,False
561,67TH FOOD  MART INC,617 E 67TH ST 1ST,Corner store / food mart,WOODLAWN,8.3,8.3,1.0,6,0.84,17.2,58,False
562,CHRISTIAN FIELDS STYLE BAR,6550 S COTTAGE GROVE AVE 1ST,Corner store / food mart,WOODLAWN,8.3,8.3,1.0,6,0.55,17.2,58,False
563,COCINA FUSION,1900 N AUSTIN AVE 1 14E,Corner store / food mart,AUSTIN,8.1,8.1,1.0,5,0.8,50.4,73,False
564,SUNSET LIQUORS,5921-5927 W DIVISION ST 1ST,Corner store / food mart,AUSTIN,8.1,8.1,1.0,5,0.95,50.4,73,False
565,FLAVOR'S SOUTHERN COOKING,5721 W DIVISION ST 1ST,Corner store / food mart,AUSTIN,8.1,8.1,1.0,5,0.85,50.4,73,False
566,PEEPLES TACO'S,5944 W CHICAGO AVE,Corner store / food mart,AUSTIN,8.1,8.1,1.0,5,0.94,50.4,73,False
567,JJ FISH & CHICKEN,154 W 95TH ST,Corner store / food mart,ROSELAND,8.1,5.4,1.5,12,0.05,48.9,52,True
568,ADAM'S FOOD MART PLUS,1339 S HOMAN AVE 1ST,Corner store / food mart,NORTH LAWNDALE,8.1,8.1,1.0,17,0.12,31.5,87,False
569,MORAD FOODS INC,1700 N KIMBALL AVE,Corner store / food mart,HUMBOLDT PARK,8.0,8.0,1.0,5,0.57,34.9,85,False
570,J'S CORNER STORE,4259 W CORTEZ ST,Corner store / food mart,HUMBOLDT PARK,8.0,8.0,1.0,5,1.16,34.9,85,False
571,DAISY CAMIDA,854 N KILDARE AVE 1,Corner store / food mart,HUMBOLDT PARK,8.0,8.0,1.0,5,1.05,34.9,85,False
572,HOMAN FOOD MARKET,3358 W LE MOYNE ST 1,Corner store / food mart,HUMBOLDT PARK,8.0,8.0,1.0,5,0.58,34.9,85,False
573,WOLFGANG PUCK CATERING AND EVENTS,1116 N KEDZIE AVE,Corner store / food mart,HUMBOLDT PARK,8.0,8.0,1.0,5,0.8,34.9,85,False
574,"JR'S FOOD MART, INC.",3407 W NORTH AVE,Corner store / food mart,HUMBOLDT PARK,8.0,8.0,1.0,5,0.57,34.9,85,False
575,GODDESS ROCKS!,1036 N KILBOURN AVE GROUND,Corner store / food mart,HUMBOLDT PARK,8.0,8.0,1.0,5,0.81,34.9,85,False
576,"DIVISION FOOD & LIQUOR, INC.",3251 W DIVISION ST,Corner store / food mart,HUMBOLDT PARK,8.0,8.0,1.0,5,0.91,34.9,85,False
577,SCHWAB REHAB HOSPITAL&CARE NET,1401 S CALIFORNIA BLVD 1ST,Corner store / food mart,NORTH LAWNDALE,8.0,8.0,1.0,5,1.03,31.5,87,False
578,MOUNT SINAI HOSPITAL MEDICAL CENTER,2750 W 15TH PL 1ST,Corner store / food mart,NORTH LAWNDALE,8.0,8.0,1.0,5,1.18,31.5,87,False
579,BIG TONY SUB,1556 S KEELER AVE,Corner store / food mart,NORTH LAWNDALE,8.0,8.0,1.0,5,0.81,31.5,87,False
580,LITTLE BABA'S,2414 W 71ST ST 1ST,Corner store / food mart,CHICAGO LAWN,7.9,7.9,1.0,5,2.04,34.7,80,False
581,FISH & CHICKEN,2906 E 83RD ST,Corner store / food mart,SOUTH CHICAGO,7.9,7.9,1.0,5,1.63,40.7,75,False
582,PEPE'S MEXICAN RESTAURANTS,8227 S EXCHANGE AVE,Corner store / food mart,SOUTH CHICAGO,7.9,7.9,1.0,5,1.71,40.7,75,False
583,JC CARIBBEAN SOUL,2105 E 83RD ST,Corner store / food mart,SOUTH CHICAGO,7.9,7.9,1.0,5,1.11,40.7,75,False
584,POPEYE'S LOUISIANA KITCHEN,7250 S WESTERN AVE,Corner store / food mart,CHICAGO LAWN,7.9,7.9,1.0,5,2.32,34.7,80,False
585,FAMILY DOLLAR STORE #6850,2525 W 59TH ST,Corner store / food mart,CHICAGO LAWN,7.9,7.9,1.0,5,0.96,34.7,80,False
586,OGIE'S FOOD MARKET,2600-2604 W LITHUANIAN PLAZA CT 1,Corner store / food mart,CHICAGO LAWN,7.9,7.9,1.0,5,1.97,34.7,80,False
587,R & B'S PLACE INC.,3114 E 83RD ST,Corner store / food mart,SOUTH CHICAGO,7.9,7.9,1.0,5,1.61,40.7,75,False
588,JERUSALEM SUPERMARKET INC,1935 E 79TH ST 1ST FLOOR,Corner store / food mart,SOUTH CHICAGO,7.9,7.9,1.0,5,0.96,40.7,75,False
589,CHICAGO DOGS ON WHEELS,5606 S RACINE AVE 1ST,Corner store / food mart,WEST ENGLEWOOD,7.9,7.9,1.0,7,0.31,80.9,89,False
590,HAMPTONS CORNER,7200 S CAMPBELL AVE  1,Corner store / food mart,CHICAGO LAWN,7.9,7.9,1.0,5,2.32,34.7,80,False
591,"WENDY'S OLD FASHIONED HAMBURGERS OF NEW YORK, INC",7013-23 S WESTERN AVE 1ST,Corner store / food mart,CHICAGO LAWN,7.9,7.9,1.0,5,1.89,34.7,80,False
592,"ROXIE'S FOOD NO. 2, INC.",8027 S EXCHANGE AVE 1ST,Corner store / food mart,SOUTH CHICAGO,7.9,7.9,1.0,5,1.73,40.7,75,False
593,ALDI INC STORE #90,9017 S HALSTED ST  1ST,Corner store / food mart,AUBURN GRESHAM,7.8,7.8,1.0,5,1.04,39.4,74,False
594,ARCHIE THURMAN,6000 S LOOMIS BLVD  1,Tobacco / vape,WEST ENGLEWOOD,7.8,11.1,0.7,6,0.98,80.9,89,False
595,GOURMET JUNK FOOD,8458 S GREEN ST,Corner store / food mart,AUBURN GRESHAM,7.8,7.8,1.0,5,1.32,39.4,74,False
596,KO MART,6142 S WESTERN AVE,Tobacco / vape,CHICAGO LAWN,7.7,11.0,0.7,7,1.31,34.7,80,False
597,SUBWAY,3313 W NORTH AVE 1,Corner store / food mart,HUMBOLDT PARK,7.6,7.6,1.0,6,0.4,34.9,85,False
598,HAYGOOD LOOKING,2732 E 79TH ST 1ST,Barbershop / salon,SOUTH SHORE,7.6,12.7,0.6,9,1.29,26.8,55,False
599,HOMAN & CARROLL FOOD/LIQUORS,3358 W CARROLL AVE,Tobacco / vape,EAST GARFIELD PARK,7.6,10.8,0.7,9,0.4,18.6,83,False
600,S & J MOBIL OIL INC,7601 S STATE ST  1STFL,Corner store / food mart,GREATER GRAND CROSSING,7.5,7.5,1.0,5,1.03,35.0,66,False
601,"B & G HEINZ PHARMACY, INC",559 W 103RD ST 1ST,Corner store / food mart,ROSELAND,7.5,7.5,1.0,5,1.61,48.9,52,False
602,"NOAH'S ARK DOLLAR PLUS STORE,INC.",160 E MARQUETTE RD 1ST FLOOR 1,Corner store / food mart,GREATER GRAND CROSSING,7.5,7.5,1.0,5,1.05,35.0,66,False
603,SEVEN SEAS SUBMARINE,11216 S MICHIGAN AVE,Corner store / food mart,ROSELAND,7.5,7.5,1.0,5,0.53,48.9,52,False
604,L & L CONVENIENCE STORE,633 E 71ST ST 1ST,Corner store / food mart,GREATER GRAND CROSSING,7.5,7.5,1.0,5,0.81,35.0,66,False
605,MS. D'S CANDY SHOP,519 W 103RD ST,Corner store / food mart,ROSELAND,7.5,7.5,1.0,5,1.65,48.9,52,False
606,FAMILY DOLLAR,500 E 79TH ST 1,Corner store / food mart,GREATER GRAND CROSSING,7.4,7.4,1.0,14,0.18,35.0,66,False
607,"K & H SUPER STEAK, INC.",7354 S ASHLAND AVE,Corner store / food mart,WEST ENGLEWOOD,7.4,7.4,1.0,4,0.82,80.9,89,False
608,N & D GROCERY,6359 S SEELEY AVE,Corner store / food mart,WEST ENGLEWOOD,7.4,7.4,1.0,4,0.56,80.9,89,False
609,"LLOYD'S LOUNGE, INC.",6046 S RACINE AVE 1,Corner store / food mart,WEST ENGLEWOOD,7.4,7.4,1.0,4,1.2,80.9,89,False
610,Amplify Texture Studio,3032 W CHICAGO AVE 1ST,Barbershop / salon,HUMBOLDT PARK,7.3,12.1,0.6,12,0.32,34.9,85,False
611,The Corner Store Deli,4900 W WALTON ST,Corner store / food mart,AUSTIN,7.3,7.3,1.0,8,0.28,50.4,73,False
612,KENTUCKY FRIED CHICKEN,7350 S RACINE AVE,Corner store / food mart,WEST ENGLEWOOD,7.3,7.3,1.0,7,0.28,80.9,89,False
613,Farm on Ogden,3555 W OGDEN AVE,Corner store / food mart,NORTH LAWNDALE,7.2,4.8,1.5,10,0.08,31.5,87,True
614,BUY LOW FOOD & LIQUOR,847-853 W 87TH ST 1,Liquor / package goods,AUBURN GRESHAM,7.1,7.8,0.9,5,1.1,39.4,74,False
615,63RD AND DREXEL MOBIL,850 E 63RD ST,Gas / filling station,WOODLAWN,7.1,4.7,1.5,7,0.24,17.2,58,True
616,RONNIE RIBS,349 W 95TH ST,Corner store / food mart,ROSELAND,7.1,7.1,1.0,7,0.34,48.9,52,False
617,MARATHON GAS,8721 S COTTAGE GROVE AVE 1ST,Gas / filling station,CHATHAM,7.0,7.0,1.0,5,1.85,20.3,60,False
618,BP AM PM GAS STATION,6701 S JEFFERY BLVD,Gas / filling station,SOUTH SHORE,7.0,7.0,1.0,5,1.6,26.8,55,False
619,FRESH MART FOODS,400-404 E 83RD ST 1ST,Corner store / food mart,CHATHAM,7.0,7.0,1.0,5,0.78,20.3,60,False
620,K & M  GROCERIES,442 E 83RD ST,Corner store / food mart,CHATHAM,7.0,7.0,1.0,5,0.78,20.3,60,False
621,JACKS COTTAGE GROVE MINI MART INC.,9204 S COTTAGE GROVE AVE 1ST,Corner store / food mart,CHATHAM,7.0,7.0,1.0,5,1.73,20.3,60,False
622,HEALTH FOOD & GENERAL NURITION CENTER INC,8609 S COTTAGE GROVE AVE,Corner store / food mart,CHATHAM,7.0,7.0,1.0,5,1.63,20.3,60,False
623,WINDY CITY CHOPS INC.,2222 E 75TH ST 1ST,Corner store / food mart,SOUTH SHORE,7.0,7.0,1.0,5,0.66,26.8,55,False
624,H & M FOOD MART,9019 S COTTAGE GROVE AVE  1,Corner store / food mart,CHATHAM,7.0,7.0,1.0,5,1.91,20.3,60,False
625,D-C FOOD & LIQUOR,3624 W CERMAK RD,Liquor / package goods,NORTH LAWNDALE,7.0,5.2,1.35,6,0.27,31.5,87,True
626,THE SPOT,1368 E 70TH ST,Corner store / food mart,SOUTH SHORE,7.0,7.0,1.0,5,0.96,26.8,55,False
627,CHEF ALFREDO FAST FOOD,6658 S COTTAGE GROVE AVE 1,Corner store / food mart,WOODLAWN,6.9,6.9,1.0,5,0.77,17.2,58,False
628,ED'S GROCERY,5001 W CHICAGO AVE 1ST,Corner store / food mart,AUSTIN,6.8,6.8,1.0,9,0.23,50.4,73,False
629,79TH STATE SHELL,7859 S STATE ST 1,Corner store / food mart,GREATER GRAND CROSSING,6.8,4.5,1.5,3,0.82,35.0,66,True
630,SUPER NICK FOOD,4115 W ROOSEVELT RD,Corner store / food mart,NORTH LAWNDALE,6.8,6.8,1.0,13,0.16,31.5,87,False
631,Daleys Restaurant,6257 S COTTAGE GROVE AVE,Corner store / food mart,WOODLAWN,6.8,4.5,1.5,11,0.1,17.2,58,True
632,SUNSHINE FOOD MART.,1200 W 69TH ST,Corner store / food mart,WEST ENGLEWOOD,6.7,6.7,1.0,12,0.09,80.9,89,False
633,1935 - 1937 W 59TH ST INC,1935-1937 W 59TH ST  1FL,Liquor / package goods,WEST ENGLEWOOD,6.7,7.4,0.9,4,0.91,80.9,89,False
634,FLAJAE CAFE,644 N CICERO AVE 1ST,Corner store / food mart,AUSTIN,6.6,6.6,1.0,7,0.29,50.4,73,False
635,IRVIN'S HAIR GALLERY,2519 W LITHUANIAN PLAZA CT 1ST,Barbershop / salon,CHICAGO LAWN,6.6,11.0,0.6,7,1.94,34.7,80,False
636,TIM'S FRIED RICE,5637 W DIVISION ST,Corner store / food mart,AUSTIN,6.5,6.5,1.0,4,0.86,50.4,73,False
637,MIDWEST GROCERY,4530 W AUGUSTA BLVD,Corner store / food mart,HUMBOLDT PARK,6.4,6.4,1.0,4,0.67,34.9,85,False
638,THE CONTINENTAL LOUNGE,2801 W CHICAGO AVE 1&2,Corner store / food mart,HUMBOLDT PARK,6.4,6.4,1.0,4,0.79,34.9,85,False
639,EL PILON Y PIZZA RESTAURANT,3454 W NORTH AVE  1,Corner store / food mart,HUMBOLDT PARK,6.4,6.4,1.0,4,0.72,34.9,85,False
640,FOOD STORE,3500 W HIRSCH ST,Corner store / food mart,HUMBOLDT PARK,6.4,6.4,1.0,4,0.87,34.9,85,False
641,LA PRIMAVERA,1446 N ST LOUIS AVE,Corner store / food mart,HUMBOLDT PARK,6.4,6.4,1.0,4,0.81,34.9,85,False
642,Culver's of Chicago JPSTA,4347 W CHICAGO AVE,Corner store / food mart,HUMBOLDT PARK,6.4,6.4,1.0,4,0.9,34.9,85,False
643,PAULS SNACK SHOP,1556 S PULASKI RD 1ST,Corner store / food mart,NORTH LAWNDALE,6.4,6.4,1.0,4,0.91,31.5,87,False
644,CLOSEOUT MART,6242 S KEDZIE AVE,Tobacco / vape,CHICAGO LAWN,6.4,9.2,0.7,11,0.26,34.7,80,False
645,BEA'S TRAILER COURT SNACK SHOP,1437 S PULASKI RD,Corner store / food mart,NORTH LAWNDALE,6.4,6.4,1.0,4,0.7,31.5,87,False
646,BETH -ANNE PLACE,1143 N LAVERGNE AVE,Corner store / food mart,AUSTIN,6.3,6.3,1.0,13,0.12,50.4,73,False
647,META FOODS AND MEAT,8361 S BURLEY AVE,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,1.45,40.7,75,False
648,MINI MARKET ACAMBARO,2959 E 88TH ST 1ST FLOOR 1,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,0.59,40.7,75,False
649,LA ESPANOLA BAKERY,8712 S COMMERCIAL AVE,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,0.75,40.7,75,False
650,EAGLE'S CORNER GROCERY,8302 S CARPENTER ST,Corner store / food mart,AUBURN GRESHAM,6.3,6.3,1.0,4,1.34,39.4,74,False
651,PALETERIA EL POTRILLO,8548 S COMMERCIAL AVE 1ST,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,1.04,40.7,75,False
652,KWIK MART,3500 W 63RD ST,Corner store / food mart,CHICAGO LAWN,6.3,6.3,1.0,4,0.67,34.7,80,False
653,BIRRIERIA Y TAQUERIA LOPEZ,2705 W 59TH ST 1ST,Corner store / food mart,CHICAGO LAWN,6.3,6.3,1.0,4,0.82,34.7,80,False
654,MAXWELL STREET EXPRESS,1058 W 87TH ST,Corner store / food mart,AUBURN GRESHAM,6.3,6.3,1.0,4,0.69,39.4,74,False
655,DE ARCOS PIZZA & RESTAURANT,2832 E 87TH ST,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,0.91,40.7,75,False
656,AFRICAN HOME FOOD MARKET,8462 S COMMERCIAL AVE,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,1.27,40.7,75,False
657,HERITAGE CAFE,1849 E 79TH ST 1ST,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,0.84,40.7,75,False
658,MAXWELL STREET GRILL LLC,7901 S SOUTH CHICAGO AVE,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,0.58,40.7,75,False
659,META MINI MART,8058 S COLES AVE,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,1.96,40.7,75,False
660,Andy's Deli Butcher Shop,4235-4245 W KINZIE ST 1,Corner store / food mart,WEST GARFIELD PARK,6.3,6.3,1.0,4,0.56,24.7,92,False
661,THE GARDEN DELI,8801 S HALSTED ST,Corner store / food mart,AUBURN GRESHAM,6.3,6.3,1.0,4,1.2,39.4,74,False
662,GO LO FUEL MARKET,8601-8615 S HALSTED ST,Gas / filling station,AUBURN GRESHAM,6.3,6.3,1.0,4,1.33,39.4,74,False
663,"ANGELS PLACE, INC",4504 W FIFTH AVE,Corner store / food mart,WEST GARFIELD PARK,6.3,6.3,1.0,4,0.73,24.7,92,False
664,TONY FREEZ,8622 S COMMERCIAL AVE 1ST,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,0.92,40.7,75,False
665,ICE Theaters 62nd and Western,2258 W 62ND ST,Corner store / food mart,CHICAGO LAWN,6.3,6.3,1.0,4,1.08,34.7,80,False
666,ANU'S STORE CO.,231 E 79TH ST 1,Corner store / food mart,CHATHAM,6.3,6.3,1.0,7,0.32,20.3,60,False
667,SOUTHSIDE AFRICAN RESTAURANT,8311 S BALTIMORE AVE 1ST,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,1.64,40.7,75,False
668,NEW REGAL THEATER,1645 E 79TH ST  1ST,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,0.6,40.7,75,False
669,Taqueria Maravatio,2621 W 59TH ST,Corner store / food mart,CHICAGO LAWN,6.3,6.3,1.0,4,0.87,34.7,80,False
670,SUGAR & SPICE EVERYTHING NICE,2722 E 83RD ST,Corner store / food mart,SOUTH CHICAGO,6.3,6.3,1.0,4,1.73,40.7,75,False
671,BUY-A-LOT,8901 S LOWE AVE,Corner store / food mart,AUBURN GRESHAM,6.3,6.3,1.0,4,1.31,39.4,74,False
672,WALGREENS # 04147,1546 N CENTRAL AVE,Tobacco / vape,AUSTIN,6.2,8.9,0.7,11,0.25,50.4,73,False
673,SEE THRU CHINESE KITCHEN #15,9440 S LAFAYETTE AVE,Corner store / food mart,ROSELAND,6.1,4.1,1.5,9,0.08,48.9,52,True
674,MIDWAY AIRPORT CONCESSIONAIRES,5559-3 S ARCHER AVE,Corner store / food mart,GARFIELD RIDGE,6.0,6.0,1.0,5,1.65,6.9,32,False
675,MASTERS PANCAKE HOUSE,5265 S CICERO AVE,Corner store / food mart,GARFIELD RIDGE,6.0,6.0,1.0,5,1.3,6.9,32,False
676,BONFIRE GRILL,7100 S SOUTH CHICAGO AVE,Corner store / food mart,GREATER GRAND CROSSING,6.0,6.0,1.0,4,0.56,35.0,66,False
677,WALGREENS # 05123,10300 S MICHIGAN AVE,Corner store / food mart,ROSELAND,6.0,6.0,1.0,4,1.44,48.9,52,False
678,MEG'S KITCHEN LTD,7448 S VINCENNES AVE,Corner store / food mart,GREATER GRAND CROSSING,6.0,6.0,1.0,4,1.64,35.0,66,False
679,BLAK'S CORNER STORE,703 W 103RD ST,Corner store / food mart,ROSELAND,6.0,6.0,1.0,4,1.58,48.9,52,False
680,ROYAL FRESH RESTAURANT,352 W 75TH ST,Corner store / food mart,GREATER GRAND CROSSING,6.0,6.0,1.0,4,1.68,35.0,66,False
681,SAM TOCCI,1008 E 76TH ST 1ST,Corner store / food mart,GREATER GRAND CROSSING,6.0,6.0,1.0,4,0.63,35.0,66,False
682,"SUNSET INN,INC",5221 S CICERO AVE,Corner store / food mart,GARFIELD RIDGE,6.0,6.0,1.0,5,1.35,6.9,32,False
683,"SANJUSTIN'S KITCHEN, INC.",157 W 75TH ST GROUND,Corner store / food mart,GREATER GRAND CROSSING,6.0,6.0,1.0,4,1.47,35.0,66,False
684,ALEX 71,435 E 71ST ST,Corner store / food mart,GREATER GRAND CROSSING,6.0,6.0,1.0,4,1.18,35.0,66,False
